Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Kyrgyz Republic,KGZ,"Population, female",SP.POP.TOTL.FE.IN,3589460
Lao PDR,LAO,"Population ages 0-14, male",SP.POP.0014.MA.IN,1193957
Lao PDR,LAO,"Population ages 0-14, female",SP.POP.0014.FE.IN,1148287
Lao PDR,LAO,"Population ages 15-64, male",SP.POP.1564.MA.IN,2498430
Lao PDR,LAO,"Population ages 15-64, female",SP.POP.1564.FE.IN,2476676
Lao PDR,LAO,"Population ages 80 and above, female",SP.POP.80UP.FE,26014
Lao PDR,LAO,"Population ages 80 and above, male",SP.POP.80UP.MA,17845
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,3851871
Lao PDR,LAO,"Population, female",SP.POP.TOTL.FE.IN,3813122
Late-demographic dividend,LTE,"Population ages 0-14, male",SP.POP.0014.MA.IN,218800425
Late-demographic dividend,LTE,"Population ages 0-14, female",SP.POP.0014.FE.IN,198217783
Late-demographic dividend,LTE,"Population ages 15-64, male",SP.POP.1564.MA.IN,814588517
Late-demographic dividend,LTE,"Population ages 15-64, female",SP.POP.1564.FE.IN,783186106
Late-demographic dividend,LTE,"Population ages 80 and above, female",SP.POP.80UP.FE,35588421
Late-demographic dividend,LTE,"Population ages 80 and above, male",SP.POP.80UP.MA,20575539
Late-demographic dividend,LTE,"Population, male",SP.POP.TOTL.MA.IN,1169371901
Late-demographic dividend,LTE,"Population, female",SP.POP.TOTL.FE.IN,1157286146
Latin America & Caribbean,LCN,"Population ages 0-14, male",SP.POP.0014.MA.IN,76719835
Latin America & Caribbean,LCN,"Population ages 0-14, female",SP.POP.0014.FE.IN,73716789
Latin America & Caribbean,LCN,"Population ages 15-64, male",SP.POP.1564.MA.IN,219432515
Latin America & Caribbean,LCN,"Population ages 15-64, female",SP.POP.1564.FE.IN,225080766
Latin America & Caribbean,LCN,"Population ages 80 and above, female",SP.POP.80UP.FE,7240127
Latin America & Caribbean,LCN,"Population ages 80 and above, male",SP.POP.80UP.MA,4663664
Latin America & Caribbean,LCN,"Population, male",SP.POP.TOTL.MA.IN,323738764
Latin America & Caribbean,LCN,"Population, female",SP.POP.TOTL.FE.IN,333872860
Latin America & Caribbean (excluding high income),LAC,"Population ages 0-14, male",SP.POP.0014.MA.IN,69707629
Latin America & Caribbean (excluding high income),LAC,"Population ages 0-14, female",SP.POP.0014.FE.IN,67031704
Latin America & Caribbean (excluding high income),LAC,"Population ages 15-64, male",SP.POP.1564.MA.IN,198809203
Latin America & Caribbean (excluding high income),LAC,"Population ages 15-64, female",SP.POP.1564.FE.IN,204247813
Latin America & Caribbean (excluding high income),LAC,"Population ages 80 and above, female",SP.POP.80UP.FE,6261034
Latin America & Caribbean (excluding high income),LAC,"Population ages 80 and above, male",SP.POP.80UP.MA,4067060
Latin America & Caribbean (excluding high income),LAC,"Population, male",SP.POP.TOTL.MA.IN,292841821
Latin America & Caribbean (excluding high income),LAC,"Population, female",SP.POP.TOTL.FE.IN,302153247
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 0-14, male",SP.POP.0014.MA.IN,75553938
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 0-14, female",SP.POP.0014.FE.IN,72618924
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 15-64, male",SP.POP.1564.MA.IN,214360893
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 15-64, female",SP.POP.1564.FE.IN,219900633
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 80 and above, female",SP.POP.80UP.FE,6840845
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 80 and above, male",SP.POP.80UP.MA,4390431
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, male",SP.POP.TOTL.MA.IN,316315368
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, female",SP.POP.TOTL.FE.IN,326082571
Latvia,LVA,"Population ages 0-14, male",SP.POP.0014.MA.IN,152170
Latvia,LVA,"Population ages 0-14, female",SP.POP.0014.FE.IN,142439
Latvia,LVA,"Population ages 15-64, male",SP.POP.1564.MA.IN,582142
Latvia,LVA,"Population ages 15-64, female",SP.POP.1564.FE.IN,600195
Latvia,LVA,"Population ages 80 and above, female",SP.POP.80UP.FE,86442
Latvia,LVA,"Population ages 80 and above, male",SP.POP.80UP.MA,29390
Latvia,LVA,"Population, male",SP.POP.TOTL.MA.IN,869612
Latvia,LVA,"Population, female",SP.POP.TOTL.FE.IN,1007833
Least developed countries: UN classification,LDC,"Population ages 0-14, male",SP.POP.0014.MA.IN,229273066
Least developed countries: UN classification,LDC,"Population ages 0-14, female",SP.POP.0014.FE.IN,222464640
Least developed countries: UN classification,LDC,"Population ages 15-64, male",SP.POP.1564.MA.IN,327762984
Least developed countries: UN classification,LDC,"Population ages 15-64, female",SP.POP.1564.FE.IN,338023252
Least developed countries: UN classification,LDC,"Population ages 80 and above, female",SP.POP.80UP.FE,3436666
Least developed countries: UN classification,LDC,"Population ages 80 and above, male",SP.POP.80UP.MA,2342585
Least developed countries: UN classification,LDC,"Population, male",SP.POP.TOTL.MA.IN,576618223
Least developed countries: UN classification,LDC,"Population, female",SP.POP.TOTL.FE.IN,584437322
Lebanon,LBN,"Population ages 0-14, male",SP.POP.0014.MA.IN,791273
Lebanon,LBN,"Population ages 0-14, female",SP.POP.0014.FE.IN,751164
Lebanon,LBN,"Population ages 15-64, male",SP.POP.1564.MA.IN,1765882
Lebanon,LBN,"Population ages 15-64, female",SP.POP.1564.FE.IN,1897962
Lebanon,LBN,"Population ages 80 and above, female",SP.POP.80UP.FE,69763
Lebanon,LBN,"Population ages 80 and above, male",SP.POP.80UP.MA,36119
Lebanon,LBN,"Population, male",SP.POP.TOTL.MA.IN,2806602
Lebanon,LBN,"Population, female",SP.POP.TOTL.FE.IN,2966891
Lesotho,LSO,"Population ages 0-14, male",SP.POP.0014.MA.IN,405808
Lesotho,LSO,"Population ages 0-14, female",SP.POP.0014.FE.IN,401441
Lesotho,LSO,"Population ages 15-64, male",SP.POP.1564.MA.IN,688785
Lesotho,LSO,"Population ages 15-64, female",SP.POP.1564.FE.IN,726981
Lesotho,LSO,"Population ages 80 and above, female",SP.POP.80UP.FE,10753
Lesotho,LSO,"Population ages 80 and above, male",SP.POP.80UP.MA,4692
Lesotho,LSO,"Population, male",SP.POP.TOTL.MA.IN,1125727
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,1185745
Liberia,LBR,"Population ages 0-14, male",SP.POP.0014.MA.IN,1112204
Liberia,LBR,"Population ages 0-14, female",SP.POP.0014.FE.IN,1084831
Liberia,LBR,"Population ages 15-64, male",SP.POP.1564.MA.IN,1546247
Liberia,LBR,"Population ages 15-64, female",SP.POP.1564.FE.IN,1569712
Liberia,LBR,"Population ages 80 and above, female",SP.POP.80UP.FE,11010
Liberia,LBR,"Population ages 80 and above, male",SP.POP.80UP.MA,9621
Liberia,LBR,"Population, male",SP.POP.TOTL.MA.IN,2741343
Liberia,LBR,"Population, female",SP.POP.TOTL.FE.IN,2751688
Libya,LBY,"Population ages 0-14, male",SP.POP.0014.MA.IN,1048574
Libya,LBY,"Population ages 0-14, female",SP.POP.0014.FE.IN,994175
Libya,LBY,"Population ages 15-64, male",SP.POP.1564.MA.IN,2502733
Libya,LBY,"Population ages 15-64, female",SP.POP.1564.FE.IN,2403798
Libya,LBY,"Population ages 80 and above, female",SP.POP.80UP.FE,34631
Libya,LBY,"Population ages 80 and above, male",SP.POP.80UP.MA,27510
Libya,LBY,"Population, male",SP.POP.TOTL.MA.IN,3714641
Libya,LBY,"Population, female",SP.POP.TOTL.FE.IN,3591018
Liechtenstein,LIE,"Population ages 0-14, male",SP.POP.0014.MA.IN,3021
Liechtenstein,LIE,"Population ages 0-14, female",SP.POP.0014.FE.IN,2697
Liechtenstein,LIE,"Population ages 15-64, male",SP.POP.1564.MA.IN,13021
Liechtenstein,LIE,"Population ages 15-64, female",SP.POP.1564.FE.IN,13077
Liechtenstein,LIE,"Population ages 80 and above, female",SP.POP.80UP.FE,1152
Liechtenstein,LIE,"Population ages 80 and above, male",SP.POP.80UP.MA,754
Liechtenstein,LIE,"Population, male",SP.POP.TOTL.MA.IN,19792
Liechtenstein,LIE,"Population, female",SP.POP.TOTL.FE.IN,20058
Lithuania,LTU,"Population ages 0-14, male",SP.POP.0014.MA.IN,219253
Lithuania,LTU,"Population ages 0-14, female",SP.POP.0014.FE.IN,208245
Lithuania,LTU,"Population ages 15-64, male",SP.POP.1564.MA.IN,939557
Lithuania,LTU,"Population ages 15-64, female",SP.POP.1564.FE.IN,934343
Lithuania,LTU,"Population ages 80 and above, female",SP.POP.80UP.FE,121764
Lithuania,LTU,"Population ages 80 and above, male",SP.POP.80UP.MA,44219
Lithuania,LTU,"Population, male",SP.POP.TOTL.MA.IN,1354049
Lithuania,LTU,"Population, female",SP.POP.TOTL.FE.IN,1517536
Low & middle income,LMY,"Population ages 0-14, male",SP.POP.0014.MA.IN,921473517
Low & middle income,LMY,"Population ages 0-14, female",SP.POP.0014.FE.IN,867919502
Low & middle income,LMY,"Population ages 15-64, male",SP.POP.1564.MA.IN,2184606461
Low & middle income,LMY,"Population ages 15-64, female",SP.POP.1564.FE.IN,2126647568
Low & middle income,LMY,"Population ages 80 and above, female",SP.POP.80UP.FE,53078243
Low & middle income,LMY,"Population ages 80 and above, male",SP.POP.80UP.MA,33697675
Low & middle income,LMY,"Population, male",SP.POP.TOTL.MA.IN,3345347233
Low & middle income,LMY,"Population, female",SP.POP.TOTL.FE.IN,3287762401
Low income,LIC,"Population ages 0-14, male",SP.POP.0014.MA.IN,154562710
Low income,LIC,"Population ages 0-14, female",SP.POP.0014.FE.IN,150753703
Low income,LIC,"Population ages 15-64, male",SP.POP.1564.MA.IN,201986258
Low income,LIC,"Population ages 15-64, female",SP.POP.1564.FE.IN,205331278
Low income,LIC,"Population ages 80 and above, female",SP.POP.80UP.FE,1939409
Low income,LIC,"Population ages 80 and above, male",SP.POP.80UP.MA,1193747
Low income,LIC,"Population, male",SP.POP.TOTL.MA.IN,367006613
Low income,LIC,"Population, female",SP.POP.TOTL.FE.IN,369459782
Lower middle income,LMC,"Population ages 0-14, male",SP.POP.0014.MA.IN,473806688
Lower middle income,LMC,"Population ages 0-14, female",SP.POP.0014.FE.IN,447394726
Lower middle income,LMC,"Population ages 15-64, male",SP.POP.1564.MA.IN,1005863612
Lower middle income,LMC,"Population ages 15-64, female",SP.POP.1564.FE.IN,973587424
Lower middle income,LMC,"Population ages 80 and above, female",SP.POP.80UP.FE,15273063
Lower middle income,LMC,"Population ages 80 and above, male",SP.POP.80UP.MA,10493609
Lower middle income,LMC,"Population, male",SP.POP.TOTL.MA.IN,1562258417
Lower middle income,LMC,"Population, female",SP.POP.TOTL.FE.IN,1517520363
Luxembourg,LUX,"Population ages 0-14, male",SP.POP.0014.MA.IN,53879
Luxembourg,LUX,"Population ages 0-14, female",SP.POP.0014.FE.IN,51550
Luxembourg,LUX,"Population ages 15-64, male",SP.POP.1564.MA.IN,235446
Luxembourg,LUX,"Population ages 15-64, female",SP.POP.1564.FE.IN,224883
Luxembourg,LUX,"Population ages 80 and above, female",SP.POP.80UP.FE,16385
Luxembourg,LUX,"Population ages 80 and above, male",SP.POP.80UP.MA,10214
Luxembourg,LUX,"Population, male",SP.POP.TOTL.MA.IN,335347
Luxembourg,LUX,"Population, female",SP.POP.TOTL.FE.IN,331083
"Macao SAR, China",MAC,"Population ages 0-14, male",SP.POP.0014.MA.IN,48992
"Macao SAR, China",MAC,"Population ages 0-14, female",SP.POP.0014.FE.IN,46681
"Macao SAR, China",MAC,"Population ages 15-64, male",SP.POP.1564.MA.IN,220187
"Macao SAR, China",MAC,"Population ages 15-64, female",SP.POP.1564.FE.IN,271441
"Macao SAR, China",MAC,"Population ages 80 and above, female",SP.POP.80UP.FE,7387
"Macao SAR, China",MAC,"Population ages 80 and above, male",SP.POP.80UP.MA,5217
"Macao SAR, China",MAC,"Population, male",SP.POP.TOTL.MA.IN,313119
"Macao SAR, China",MAC,"Population, female",SP.POP.TOTL.FE.IN,365681
Madagascar,MDG,"Population ages 0-14, male",SP.POP.0014.MA.IN,6253129
Madagascar,MDG,"Population ages 0-14, female",SP.POP.0014.FE.IN,6091767
Madagascar,MDG,"Population ages 15-64, male",SP.POP.1564.MA.IN,8910625
Madagascar,MDG,"Population ages 15-64, female",SP.POP.1564.FE.IN,8899976
Madagascar,MDG,"Population ages 80 and above, female",SP.POP.80UP.FE,66161
Madagascar,MDG,"Population ages 80 and above, male",SP.POP.80UP.MA,49200
Madagascar,MDG,"Population, male",SP.POP.TOTL.MA.IN,15646930
Madagascar,MDG,"Population, female",SP.POP.TOTL.FE.IN,15549002
Malawi,MWI,"Population ages 0-14, male",SP.POP.0014.MA.IN,4357784
Malawi,MWI,"Population ages 0-14, female",SP.POP.0014.FE.IN,4361761
Malawi,MWI,"Population ages 15-64, male",SP.POP.1564.MA.IN,5711959
Malawi,MWI,"Population ages 15-64, female",SP.POP.1564.FE.IN,6125830
Malawi,MWI,"Population ages 80 and above, female",SP.POP.80UP.FE,63532
Malawi,MWI,"Population ages 80 and above, male",SP.POP.80UP.MA,32971
Malawi,MWI,"Population, male",SP.POP.TOTL.MA.IN,10295096
Malawi,MWI,"Population, female",SP.POP.TOTL.FE.IN,10809386
Malaysia,MYS,"Population ages 0-14, male",SP.POP.0014.MA.IN,4043127
Malaysia,MYS,"Population ages 0-14, female",SP.POP.0014.FE.IN,3785820
Malaysia,MYS,"Population ages 15-64, male",SP.POP.1564.MA.IN,13108169
Malaysia,MYS,"Population ages 15-64, female",SP.POP.1564.FE.IN,11571862
Malaysia,MYS,"Population ages 80 and above, female",SP.POP.80UP.FE,227149
Malaysia,MYS,"Population ages 80 and above, male",SP.POP.80UP.MA,179168
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,18410069
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,16716229
Maldives,MDV,"Population ages 0-14, male",SP.POP.0014.MA.IN,56230
Maldives,MDV,"Population ages 0-14, female",SP.POP.0014.FE.IN,49226
Maldives,MDV,"Population ages 15-64, male",SP.POP.1564.MA.IN,258371
Maldives,MDV,"Population ages 15-64, female",SP.POP.1564.FE.IN,139312
Maldives,MDV,"Population ages 80 and above, female",SP.POP.80UP.FE,2031
Maldives,MDV,"Population ages 80 and above, male",SP.POP.80UP.MA,2076
Maldives,MDV,"Population, male",SP.POP.TOTL.MA.IN,326618
Maldives,MDV,"Population, female",SP.POP.TOTL.FE.IN,199376
Mali,MLI,"Population ages 0-14, male",SP.POP.0014.MA.IN,5583003
Mali,MLI,"Population ages 0-14, female",SP.POP.0014.FE.IN,5460181
Mali,MLI,"Population ages 15-64, male",SP.POP.1564.MA.IN,6149947
Mali,MLI,"Population ages 15-64, female",SP.POP.1564.FE.IN,6004274
Mali,MLI,"Population ages 80 and above, female",SP.POP.80UP.FE,34494
Mali,MLI,"Population ages 80 and above, male",SP.POP.80UP.MA,25657
Mali,MLI,"Population, male",SP.POP.TOTL.MA.IN,11994667
Mali,MLI,"Population, female",SP.POP.TOTL.FE.IN,11774460
Malta,MLT,"Population ages 0-14, male",SP.POP.0014.MA.IN,37628
Malta,MLT,"Population ages 0-14, female",SP.POP.0014.FE.IN,35068
Malta,MLT,"Population ages 15-64, male",SP.POP.1564.MA.IN,198705
Malta,MLT,"Population ages 15-64, female",SP.POP.1564.FE.IN,171901
Malta,MLT,"Population ages 80 and above, female",SP.POP.80UP.FE,15130
Malta,MLT,"Population ages 80 and above, male",SP.POP.80UP.MA,9392
Malta,MLT,"Population, male",SP.POP.TOTL.MA.IN,286837
Malta,MLT,"Population, female",SP.POP.TOTL.FE.IN,265910
Marshall Islands,MHL,"Population ages 0-14, male",SP.POP.0014.MA.IN,6953
Marshall Islands,MHL,"Population ages 0-14, female",SP.POP.0014.FE.IN,6522
Marshall Islands,MHL,"Population ages 15-64, male",SP.POP.1564.MA.IN,12103
Marshall Islands,MHL,"Population ages 15-64, female",SP.POP.1564.FE.IN,11547
Marshall Islands,MHL,"Population ages 80 and above, female",SP.POP.80UP.FE,78
Marshall Islands,MHL,"Population ages 80 and above, male",SP.POP.80UP.MA,42
Marshall Islands,MHL,"Population, male",SP.POP.TOTL.MA.IN,19903
Marshall Islands,MHL,"Population, female",SP.POP.TOTL.FE.IN,18924
Mauritania,MRT,"Population ages 0-14, male",SP.POP.0014.MA.IN,1094069
Mauritania,MRT,"Population ages 0-14, female",SP.POP.0014.FE.IN,1067393
Mauritania,MRT,"Population ages 15-64, male",SP.POP.1564.MA.IN,1293787
Mauritania,MRT,"Population ages 15-64, female",SP.POP.1564.FE.IN,1405705
Mauritania,MRT,"Population ages 80 and above, female",SP.POP.80UP.FE,12604
Mauritania,MRT,"Population ages 80 and above, male",SP.POP.80UP.MA,9533
Mauritania,MRT,"Population, male",SP.POP.TOTL.MA.IN,2461966
Mauritania,MRT,"Population, female",SP.POP.TOTL.FE.IN,2560475
Mauritius,MUS,"Population ages 0-14, male",SP.POP.0014.MA.IN,94021
Mauritius,MUS,"Population ages 0-14, female",SP.POP.0014.FE.IN,96702
Mauritius,MUS,"Population ages 15-64, male",SP.POP.1564.MA.IN,462274
Mauritius,MUS,"Population ages 15-64, female",SP.POP.1564.FE.IN,444845
Mauritius,MUS,"Population ages 80 and above, female",SP.POP.80UP.FE,15713
Mauritius,MUS,"Population ages 80 and above, male",SP.POP.80UP.MA,10272
Mauritius,MUS,"Population, male",SP.POP.TOTL.MA.IN,630308
Mauritius,MUS,"Population, female",SP.POP.TOTL.FE.IN,630733
Mexico,MEX,"Population ages 0-14, male",SP.POP.0014.MA.IN,16446938
Mexico,MEX,"Population ages 0-14, female",SP.POP.0014.FE.IN,15881579
Mexico,MEX,"Population ages 15-64, male",SP.POP.1564.MA.IN,41846190
Mexico,MEX,"Population ages 15-64, female",SP.POP.1564.FE.IN,45203197
Mexico,MEX,"Population ages 80 and above, female",SP.POP.80UP.FE,1108201
Mexico,MEX,"Population ages 80 and above, male",SP.POP.80UP.MA,862748
Mexico,MEX,"Population, male",SP.POP.TOTL.MA.IN,62926132
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,66813627
"Micronesia, Fed. Sts.",FSM,"Population ages 0-14, male",SP.POP.0014.MA.IN,18627
"Micronesia, Fed. Sts.",FSM,"Population ages 0-14, female",SP.POP.0014.FE.IN,17560
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, male",SP.POP.1564.MA.IN,34647
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, female",SP.POP.1564.FE.IN,35341
"Micronesia, Fed. Sts.",FSM,"Population ages 80 and above, female",SP.POP.80UP.FE,428
"Micronesia, Fed. Sts.",FSM,"Population ages 80 and above, male",SP.POP.80UP.MA,168
"Micronesia, Fed. Sts.",FSM,"Population, male",SP.POP.TOTL.MA.IN,55975
"Micronesia, Fed. Sts.",FSM,"Population, female",SP.POP.TOTL.FE.IN,56655
Middle East & North Africa,MEA,"Population ages 0-14, male",SP.POP.0014.MA.IN,76678726
Middle East & North Africa,MEA,"Population ages 0-14, female",SP.POP.0014.FE.IN,73079480
Middle East & North Africa,MEA,"Population ages 15-64, male",SP.POP.1564.MA.IN,173791959
Middle East & North Africa,MEA,"Population ages 15-64, female",SP.POP.1564.FE.IN,156776144
Middle East & North Africa,MEA,"Population ages 80 and above, female",SP.POP.80UP.FE,2294016
Middle East & North Africa,MEA,"Population ages 80 and above, male",SP.POP.80UP.MA,1526711
Middle East & North Africa,MEA,"Population, male",SP.POP.TOTL.MA.IN,263432530
Middle East & North Africa,MEA,"Population, female",SP.POP.TOTL.FE.IN,244878829
Middle East & North Africa (excluding high income),MNA,"Population ages 0-14, male",SP.POP.0014.MA.IN,68830674
Middle East & North Africa (excluding high income),MNA,"Population ages 0-14, female",SP.POP.0014.FE.IN,65552935
Middle East & North Africa (excluding high income),MNA,"Population ages 15-64, male",SP.POP.1564.MA.IN,142031535
Middle East & North Africa (excluding high income),MNA,"Population ages 15-64, female",SP.POP.1564.FE.IN,138531216
Middle East & North Africa (excluding high income),MNA,"Population ages 80 and above, female",SP.POP.80UP.FE,1995791
Middle East & North Africa (excluding high income),MNA,"Population ages 80 and above, male",SP.POP.80UP.MA,1301508
Middle East & North Africa (excluding high income),MNA,"Population, male",SP.POP.TOTL.MA.IN,222421512
Middle East & North Africa (excluding high income),MNA,"Population, female",SP.POP.TOTL.FE.IN,217696677
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 0-14, male",SP.POP.0014.MA.IN,67821557
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 0-14, female",SP.POP.0014.FE.IN,64579932
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 15-64, male",SP.POP.1564.MA.IN,140562531
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 15-64, female",SP.POP.1564.FE.IN,137012992
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 80 and above, female",SP.POP.80UP.FE,1978044
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 80 and above, male",SP.POP.80UP.MA,1290556
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, male",SP.POP.TOTL.MA.IN,219854182
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, female",SP.POP.TOTL.FE.IN,215098232
Middle income,MIC,"Population ages 0-14, male",SP.POP.0014.MA.IN,766910807
Middle income,MIC,"Population ages 0-14, female",SP.POP.0014.FE.IN,717165799
Middle income,MIC,"Population ages 15-64, male",SP.POP.1564.MA.IN,1982620203
Middle income,MIC,"Population ages 15-64, female",SP.POP.1564.FE.IN,1921316290
Middle income,MIC,"Population ages 80 and above, female",SP.POP.80UP.FE,51138834
Middle income,MIC,"Population ages 80 and above, male",SP.POP.80UP.MA,32503928
Middle income,MIC,"Population, male",SP.POP.TOTL.MA.IN,2978340620
Middle income,MIC,"Population, female",SP.POP.TOTL.FE.IN,2918302619
Moldova,MDA,"Population ages 0-14, male",SP.POP.0014.MA.IN,251161
Moldova,MDA,"Population ages 0-14, female",SP.POP.0014.FE.IN,240205
Moldova,MDA,"Population ages 15-64, male",SP.POP.1564.MA.IN,745320
Moldova,MDA,"Population ages 15-64, female",SP.POP.1564.FE.IN,837322
Moldova,MDA,"Population ages 80 and above, female",SP.POP.80UP.FE,48317
Moldova,MDA,"Population ages 80 and above, male",SP.POP.80UP.MA,14895
Moldova,MDA,"Population, male",SP.POP.TOTL.MA.IN,1131190
Moldova,MDA,"Population, female",SP.POP.TOTL.FE.IN,1326593
Monaco,MCO,"Population ages 0-14, male",SP.POP.0014.MA.IN,2601
Monaco,MCO,"Population ages 0-14, female",SP.POP.0014.FE.IN,2532
Monaco,MCO,"Population ages 15-64, male",SP.POP.1564.MA.IN,9730
Monaco,MCO,"Population ages 15-64, female",SP.POP.1564.FE.IN,9929
Monaco,MCO,"Population ages 80 and above, female",SP.POP.80UP.FE,3690
Monaco,MCO,"Population ages 80 and above, male",SP.POP.80UP.MA,2921
Monaco,MCO,"Population, male",SP.POP.TOTL.MA.IN,19069
Monaco,MCO,"Population, female",SP.POP.TOTL.FE.IN,19887
Mongolia,MNG,"Population ages 0-14, male",SP.POP.0014.MA.IN,584517
Mongolia,MNG,"Population ages 0-14, female",SP.POP.0014.FE.IN,551641
Mongolia,MNG,"Population ages 15-64, male",SP.POP.1564.MA.IN,1086220
Mongolia,MNG,"Population ages 15-64, female",SP.POP.1564.FE.IN,1089458
Mongolia,MNG,"Population ages 80 and above, female",SP.POP.80UP.FE,16811
Mongolia,MNG,"Population ages 80 and above, male",SP.POP.80UP.MA,8734
Mongolia,MNG,"Population, male",SP.POP.TOTL.MA.IN,1736814
Mongolia,MNG,"Population, female",SP.POP.TOTL.FE.IN,1744331
Montenegro,MNE,"Population ages 0-14, male",SP.POP.0014.MA.IN,58535
Montenegro,MNE,"Population ages 0-14, female",SP.POP.0014.FE.IN,54427
Montenegro,MNE,"Population ages 15-64, male",SP.POP.1564.MA.IN,194389
Montenegro,MNE,"Population ages 15-64, female",SP.POP.1564.FE.IN,201204
Montenegro,MNE,"Population ages 80 and above, female",SP.POP.80UP.FE,16760
Montenegro,MNE,"Population ages 80 and above, male",SP.POP.80UP.MA,7196
Montenegro,MNE,"Population, male",SP.POP.TOTL.MA.IN,296508
Montenegro,MNE,"Population, female",SP.POP.TOTL.FE.IN,319669
Morocco,MAR,"Population ages 0-14, male",SP.POP.0014.MA.IN,5032054
Morocco,MAR,"Population ages 0-14, female",SP.POP.0014.FE.IN,4786472
Morocco,MAR,"Population ages 15-64, male",SP.POP.1564.MA.IN,12595353
Morocco,MAR,"Population ages 15-64, female",SP.POP.1564.FE.IN,12347343
Morocco,MAR,"Population ages 80 and above, female",SP.POP.80UP.FE,237522
Morocco,MAR,"Population ages 80 and above, male",SP.POP.80UP.MA,151317
Morocco,MAR,"Population, male",SP.POP.TOTL.MA.IN,19023229
Morocco,MAR,"Population, female",SP.POP.TOTL.FE.IN,18689276
Mozambique,MOZ,"Population ages 0-14, male",SP.POP.0014.MA.IN,7557379
Mozambique,MOZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,7495991
Mozambique,MOZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,8438109
Mozambique,MOZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,9213073
Mozambique,MOZ,"Population ages 80 and above, female",SP.POP.80UP.FE,52267
Mozambique,MOZ,"Population ages 80 and above, male",SP.POP.80UP.MA,37049
Mozambique,MOZ,"Population, male",SP.POP.TOTL.MA.IN,16307299
Mozambique,MOZ,"Population, female",SP.POP.TOTL.FE.IN,17327861
Myanmar,MMR,"Population ages 0-14, male",SP.POP.0014.MA.IN,6812212
Myanmar,MMR,"Population ages 0-14, female",SP.POP.0014.FE.IN,6459081
Myanmar,MMR,"Population ages 15-64, male",SP.POP.1564.MA.IN,18506119
Myanmar,MMR,"Population ages 15-64, female",SP.POP.1564.FE.IN,18518759
Myanmar,MMR,"Population ages 80 and above, female",SP.POP.80UP.FE,281561
Myanmar,MMR,"Population ages 80 and above, male",SP.POP.80UP.MA,162383
Myanmar,MMR,"Population, male",SP.POP.TOTL.MA.IN,26956235
Myanmar,MMR,"Population, female",SP.POP.TOTL.FE.IN,27177563
Namibia,NAM,"Population ages 0-14, male",SP.POP.0014.MA.IN,549975
Namibia,NAM,"Population ages 0-14, female",SP.POP.0014.FE.IN,555032
Namibia,NAM,"Population ages 15-64, male",SP.POP.1564.MA.IN,857838
Namibia,NAM,"Population ages 15-64, female",SP.POP.1564.FE.IN,894432
Namibia,NAM,"Population ages 80 and above, female",SP.POP.80UP.FE,11519
Namibia,NAM,"Population ages 80 and above, male",SP.POP.80UP.MA,4213
Namibia,NAM,"Population, male",SP.POP.TOTL.MA.IN,1447110
Namibia,NAM,"Population, female",SP.POP.TOTL.FE.IN,1515985
Nauru,NRU,"Population ages 0-14, male",SP.POP.0014.MA.IN,2335
Nauru,NRU,"Population ages 0-14, female",SP.POP.0014.FE.IN,2199
Nauru,NRU,"Population ages 15-64, male",SP.POP.1564.MA.IN,3589
Nauru,NRU,"Population ages 15-64, female",SP.POP.1564.FE.IN,3434
Nauru,NRU,"Population ages 80 and above, female",SP.POP.80UP.FE,6
Nauru,NRU,"Population ages 80 and above, male",SP.POP.80UP.MA,8
Nauru,NRU,"Population, male",SP.POP.TOTL.MA.IN,6048
Nauru,NRU,"Population, female",SP.POP.TOTL.FE.IN,5827
Nepal,NPL,"Population ages 0-14, male",SP.POP.0014.MA.IN,4396179
Nepal,NPL,"Population ages 0-14, female",SP.POP.0014.FE.IN,4130222
